FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,Status
0.0,0.0,0.5,0.21052631578947367,1.0,0.25,0.0,0.2,0.483969465648855,0.029982934614290684,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.10526315789473684,0.0,0.25,0.25,0.2,0.8507339988256019,0.035758303574250236,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.09473684210526315,1.0,0.25,0.25,0.2,0.7388138578978274,0.025210947128906872,0.0,0.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.15789473684210525,1.0,1.0,0.25,0.8,0.8953611274221961,0.0348945001000748,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.05263157894736842,0.5,1.0,0.25,0.2,0.6677040516735173,0.037620221428646676,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.25263157894736843,0.5,0.25,0.25,0.2,0.5848502642395772,0.03382791349324232,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.08947368421052632,1.0,0.25,0.25,0.2,0.7650616559013506,0.030306860917106472,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.13157894736842105,0.25,1.0,0.25,0.2,0.2553728714034058,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0368421052631579,1.0,1.0,0.25,0.2,0.8662947739283617,0.03673798312422969,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,1.0,0.6647680563711098,0.03502881100612037,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.5,0.736842105263158,1.0,0.25,0.25,0.2,0.6719318849089841,0.03502091036458828,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.0,0.15789473684210525,1.0,0.25,0.0,1.0,0.67968291250734,0.03469961760894985,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.2631578947368421,1.0,1.0,0.25,1.0,0.6900763358778625,0.032058169790053624,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.8762771579565473,0.03430458553234523,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.6018790369935408,0.03754121501332575,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.0,1.0,0.8702290076335878,0.03738056863550654,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.047368421052631574,1.0,1.0,0.0,0.2,0.8766294773928361,0.03745957505082747,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.15789473684210525,1.0,1.0,0.25,0.2,0.8163828537874339,0.0377729671649338,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.2894736842105263,0.0,1.0,0.25,0.2,0.6071638285378743,0.019793740585068845,0.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.2,0.8289489136817381,0.026975423737740842,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.11578947368421053,0.0,0.25,0.25,0.2,0.7197298884321786,0.0346522137597573,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.10526315789473684,1.0,0.25,0.25,1.0,0.8659424544920729,0.036579970293587845,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.8489136817381092,0.03542384308272499,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.5,0.15789473684210525,1.0,0.25,0.5,0.2,0.5118027011156782,0.03754384856050312,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.0,0.2,0.7017615971814445,0.02544006573333755,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.5,0.1,1.0,1.0,0.25,0.2,0.8244862008220787,0.03768606010808078,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.5,0.08947368421052632,0.0,1.0,0.25,0.2,0.6251321197886084,0.02824742702440772,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.06315789473684211,1.0,0.5,0.25,0.2,0.741045214327657,0.033053650623097265,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.2,0.745684086905461,0.027662779551032884,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.8575455079271873,0.030809868427983025,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.0736842105263158,1.0,1.0,0.25,0.2,0.5448032883147387,0.03786514131614154,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.08947368421052632,1.0,1.0,0.25,0.2,0.9137991779213154,0.03718041905002687,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.15789473684210525,0.5,0.25,0.25,0.2,0.6424544920728127,0.0315314603545808,0.0,1.0,1.0,1.0,0.0,0
0.0,0.0,0.0,0.13157894736842105,1.0,0.25,0.25,0.2,0.5423957721667645,0.037301562220185616,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.18421052631578946,1.0,0.5,0.25,0.8,0.8892542571931885,0.03682752372826007,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.47368421052631576,1.0,1.0,0.25,0.2,0.5895478567234292,0.01919855892298455,0.0,0.0,0.0,1.0,1.0,0
1.0,0.0,0.0,0.04210526315789474,1.0,1.0,0.25,0.2,0.5841456253669994,0.03281136428277977,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.6680563711098062,0.03365936647389102,0.0,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.11578947368421053,0.0,0.25,0.25,0.2,0.7197298884321786,0.0346522137597573,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.5,0.1368421052631579,1.0,1.0,0.25,1.0,0.7606576629477393,0.0336093290775211,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.5,0.15789473684210525,0.0,1.0,0.25,0.2,0.6003523194362889,0.03555552044159319,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,0.5,0.02631578947368421,1.0,1.0,0.25,0.2,0.64221961244862,0.03590841576335999,0.0,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.5471520845566648,0.014055241285592393,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.21052631578947367,1.0,1.0,0.25,0.2,0.3260716382853788,0.03177638024207566,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.19473684210526315,1.0,1.0,0.25,0.2,0.7295948326482677,0.036127000179081215,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.8839107457428068,0.03568983134763877,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.3157894736842105,0.0,0.25,0.25,0.2,0.8211978860833823,0.0326770533767342,0.0,1.0,1.0,1.0,0.0,0
0.0,0.0,0.5,0.1105263157894737,1.0,0.5,0.25,1.0,0.6954785672342925,0.0302462893320271,0.0,1.0,1.0,0.0,1.0,0
1.0,1.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.2,0.8043452730475631,0.03687229403027526,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.5,0.06842105263157895,1.0,1.0,0.25,0.2,0.7747504403992953,0.03390165281420852,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,0.2,0.6207868467410452,0.03749644471131056,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.3684210526315789,0.5,0.25,0.25,0.2,0.5274809160305344,0.023264755764834777,0.0,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.2631578947368421,1.0,1.0,0.25,0.2,0.7716970052847916,0.03706190942704548,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0368421052631579,0.25,1.0,0.25,0.2,0.26823253082795073,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.5,0.07894736842105263,1.0,1.0,0.5,0.2,0.6284791544333529,0.037620221428646676,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.47368421052631576,1.0,1.0,0.25,0.2,0.5895478567234292,0.01919855892298455,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.0,0.2,0.730827950675279,0.03595845315972991,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.10526315789473684,0.0,0.25,0.25,0.2,0.8001761597181445,0.0360690621411792,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.07894736842105263,0.0,1.0,0.25,0.2,0.7308866705813271,0.035415942441192894,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.5,0.3157894736842105,0.0,0.5,0.25,0.2,0.817968291250734,0.0363850878024629,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.21052631578947367,0.0,1.0,0.25,0.2,0.6431004110393423,0.02838700502480802,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.18421052631578946,1.0,0.25,0.25,0.2,0.6584263065179096,0.029532598046961418,0.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.07894736842105263,1.0,0.25,0.25,0.2,0.8439224897240164,0.03550021595086855,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.24736842105263157,0.5,0.25,0.25,0.2,0.4354668232530827,0.0346522137597573,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.5,0.04210526315789474,0.0,0.25,0.25,0.2,0.7402231356429829,0.03406229919202773,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.0,0.2,0.730827950675279,0.03595845315972991,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.07894736842105263,1.0,1.0,0.25,0.2,0.7053435114503817,0.03567929715892931,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.2894736842105263,1.0,0.5,0.25,0.2,0.7372871403405754,0.02750213317321367,0.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.914856136230182,0.03496823942104099,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.11578947368421053,1.0,0.25,0.0,0.2,0.67968291250734,0.03779403554235271,0.0,1.0,1.0,1.0,0.0,0
0.0,1.0,0.0,0.10526315789473684,1.0,0.25,0.0,0.2,0.8935995302407516,0.037343698975023445,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.8339401056958309,0.03353558975655491,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.15789473684210525,0.0,1.0,0.25,0.2,0.8869641808573107,0.02931138008406283,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.031578947368421054,1.0,0.25,0.25,0.2,0.8639459776864357,0.032734991414636205,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7955372871403406,0.025985209999051927,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.2631578947368421,0.0,1.0,0.25,0.2,0.5498532002348796,0.025964141621633016,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.25,0.2,0.6733998825601879,0.03699870429478874,0.0,0.0,1.0,0.0,1.0,0
0.0,1.0,0.0,0.07894736842105263,1.0,0.25,0.25,0.2,0.6651790957134468,0.023736160709582954,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.6281855549031121,0.026317036943399808,0.0,1.0,1.0,0.0,1.0,0
0.0,1.0,0.0,0.02631578947368421,0.0,1.0,0.25,0.2,0.3599530240751614,0.02728091521031508,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.13157894736842105,0.0,1.0,0.25,0.2,0.6294186729301233,0.03287983650939123,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.18421052631578946,0.0,1.0,0.25,0.2,0.8779213153258955,0.03383318058759705,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.21052631578947367,0.0,1.0,0.25,0.2,0.7358778625954199,0.028716198421978534,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.5,0.24526315789473685,0.0,1.0,0.25,0.2,0.455431591309454,0.014068409021479215,0.0,0.0,1.0,0.0,1.0,0
0.0,1.0,0.0,0.15789473684210525,0.25,0.25,0.25,0.2,0.3541397533763946,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.5,0.16842105263157894,0.5,1.0,0.25,0.2,0.372225484439225,0.03414393915452602,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.5,0.19473684210526315,1.0,1.0,0.25,0.2,0.855842630651791,0.030248922879204464,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.5,0.047368421052631574,1.0,1.0,0.0,0.2,0.8766294773928361,0.03745957505082747,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.16842105263157894,0.0,0.25,0.25,0.2,0.857428068115091,0.03754121501332575,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.3684210526315789,1.0,1.0,0.0,0.2,0.7918966529653553,0.03138924880700313,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.47368421052631576,1.0,1.0,0.25,0.2,0.5895478567234292,0.01919855892298455,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.41215502055196707,0.02941408842398003,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.18421052631578946,1.0,0.25,0.25,0.2,0.6584263065179096,0.029532598046961418,0.0,0.0,1.0,0.0,1.0,0
1.0,1.0,0.0,0.15789473684210525,0.0,0.5,0.0,0.2,0.5556664709336465,0.020615407304406457,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.5,0.13157894736842105,0.0,0.25,0.25,0.2,0.676570757486788,0.02831063215666446,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.2,0.6563123899001762,0.036490429689557465,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.21052631578947367,1.0,0.25,0.25,1.0,0.8250733998825602,0.0331616260573692,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.642982971227246,0.0374279724846991,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.15789473684210525,0.25,0.25,0.25,0.2,0.3541397533763946,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.13157894736842105,0.0,1.0,0.25,0.2,0.8416911332941868,0.03198969756344216,0.0,0.0,1.0,1.0,0.0,0
0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.8396946564885496,0.031923858884008054,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.0,0.21052631578947367,1.0,0.5,0.25,0.2,0.6931884908984146,0.03746220859800483,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.08684210526315789,1.0,1.0,0.25,0.2,0.5331180270111567,0.026517186528879483,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.5471520845566648,0.014055241285592393,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.5,0.3157894736842105,0.5,0.25,0.25,0.2,0.7141514973576042,0.02800514068409022,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.5,0.10526315789473684,1.0,0.25,0.25,0.2,0.7443335290663535,0.03690389659640363,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7293599530240752,0.02732831905950764,0.0,0.0,1.0,0.0,1.0,0
0.0,1.0,0.5,0.01052631578947369,1.0,1.0,0.25,0.2,0.8869641808573107,0.03602165829198665,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.07894736842105263,0.5,1.0,0.25,0.2,0.5944216089254257,0.03127073918402175,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.02631578947368421,0.0,0.25,0.25,0.2,0.8353493834409865,0.03149985778845243,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.6271285965942455,0.03145245393925987,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.3368421052631579,0.0,0.25,0.25,0.2,0.791837933059307,0.033859516059370695,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.3684210526315789,0.0,0.25,0.0,0.2,0.599236641221374,0.033053650623097265,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.8704638872577803,0.03201866658239316,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.21052631578947367,1.0,0.25,0.25,0.2,0.6613623018203171,0.021595086854385916,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.18421052631578946,1.0,1.0,0.25,0.2,0.5412800939518497,0.021689894552771025,0.0,1.0,1.0,0.0,1.0,0
0.0,1.0,0.5,0.09473684210526315,1.0,0.25,0.25,0.2,0.7388138578978274,0.025210947128906872,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.0,0.25263157894736843,0.5,0.25,0.25,0.2,0.5848502642395772,0.03382791349324232,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.5202583675866118,0.033854248965015966,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.13157894736842105,0.0,0.5,0.25,1.0,0.7674104521432765,0.030846738088466122,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.08421052631578946,1.0,1.0,0.0,0.2,0.5681150910158543,0.03398329277670681,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.8793305930710511,0.03519735802547167,0.0,1.0,1.0,1.0,0.0,0
0.0,1.0,0.0,0.10526315789473684,0.25,0.25,0.25,0.2,0.6193188490898415,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.06315789473684211,1.0,1.0,0.25,0.2,0.8442160892542572,0.03778086780646589,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.05263157894736842,0.0,1.0,0.25,0.2,0.8295361127422196,0.033222197642448575,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0368421052631579,0.25,1.0,0.25,0.2,0.26823253082795073,1.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.5139166177334116,0.024779045391819153,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.05263157894736842,0.5,1.0,0.25,0.2,0.439107457428068,0.01693107480327403,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.10526315789473684,1.0,0.25,0.0,0.8,0.7299471520845566,0.03375944126663086,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7955372871403406,0.025985209999051927,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.05263157894736842,1.0,1.0,0.25,1.0,0.7152671755725191,0.03610066470730757,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.4,0.7272460364063418,0.03479442530733496,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.5,0.47368421052631576,1.0,1.0,0.25,0.2,0.5951849677040517,0.025756091394621247,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.08421052631578946,0.0,1.0,0.0,0.2,0.4815619495008808,0.02429710625836152,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.3684210526315789,1.0,1.0,0.0,0.2,0.7918966529653553,0.03138924880700313,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.04210526315789474,1.0,1.0,0.25,0.2,0.5841456253669994,0.03281136428277977,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.05263157894736842,1.0,1.0,0.25,0.2,0.6369348209042865,0.032282021300129575,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.47368421052631576,1.0,0.25,0.25,0.6000000000000001,0.38367586611861415,0.03120226695741028,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.5665296535525544,0.03575303647989551,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.34210526315789475,1.0,1.0,0.25,0.2,0.7175572519083969,0.029348249744545928,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.0,0.2,0.7017615971814445,0.02544006573333755,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.5859659424544921,0.03433355455129624,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.15789473684210525,0.0,0.5,0.25,0.2,0.9501467997651204,0.036706380558101326,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.18421052631578946,0.0,1.0,0.25,0.2,0.5906048150322959,0.037841439391545266,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.8221961244862008,0.03783090520283581,0.0,1.0,1.0,0.0,1.0,0
1.0,1.0,0.0,0.15789473684210525,0.0,0.25,0.25,0.2,0.8836758661186142,0.0334407820581698,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.5,0.09473684210526315,1.0,1.0,0.25,0.2,0.5015854374633001,0.02941408842398003,0.0,1.0,1.0,0.0,1.0,0
0.0,1.0,0.5,0.05263157894736842,0.0,1.0,0.25,0.2,0.5297709923664122,0.036624740595603035,0.0,1.0,1.0,0.0,1.0,0
0.0,1.0,0.0,0.09473684210526315,1.0,1.0,0.0,0.2,0.6103347034644745,0.02615112347122587,0.0,1.0,1.0,1.0,0.0,0
1.0,1.0,0.0,0.10526315789473684,1.0,0.25,0.75,0.2,0.37457428068115095,0.021368601797132597,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.8,0.7884321785085144,0.029142833064711528,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.3684210526315789,0.5,1.0,0.25,0.2,0.8054022313564299,0.028803105478831553,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.07894736842105263,1.0,0.25,0.25,0.2,0.6814445096887844,0.029551032877202968,0.0,0.0,1.0,0.0,1.0,0
0.0,1.0,0.0,0.07894736842105263,1.0,0.25,0.25,0.2,0.2195537287140341,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.5,0.18421052631578946,1.0,0.25,0.25,0.2,0.8228420434527305,0.03208713880900463,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.7394010569583088,0.03752014663590684,0.0,1.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.4,0.7826776277157956,0.03474175436378768,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.02631578947368421,1.0,1.0,0.25,0.2,0.7960070463887258,0.03369623613437411,0.0,0.0,1.0,1.0,0.0,0
1.0,1.0,0.5,0.10526315789473684,0.5,1.0,0.25,0.2,0.620728126834997,0.022066491799134093,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.5,0.47368421052631576,1.0,0.25,0.25,0.2,0.7715795654726952,0.037533314371793663,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.3157894736842105,0.0,0.25,0.25,0.2,0.6169113329418673,0.03148405650538824,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.2421052631578947,0.5,0.25,0.25,0.2,0.7355842630651791,0.033769975455340315,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.8932472108044627,0.03433355455129624,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.15789473684210525,0.5,0.25,0.25,0.2,0.6424544920728127,0.0315314603545808,0.0,1.0,1.0,1.0,0.0,0
0.0,1.0,0.0,0.2631578947368421,0.0,0.5,0.25,0.2,0.7379330593071051,0.035036711647652465,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.5,0.18421052631578946,0.0,1.0,0.25,0.2,0.7262477980035232,0.029429889707044216,0.0,0.0,0.0,0.0,1.0,0
