car,reality,children,income,income_type,education,family,house,birth_days,employed_days,mobile,workphone,phone,email,family_size,STATUS
0,0,1,112500.0,4,4,1,1,-12872,-3720,1,1,0,0,3.0,0
0,0,1,112500.0,4,4,1,1,-12872,-3720,1,1,0,0,3.0,0
0,0,1,112500.0,4,4,1,1,-12872,-3720,1,1,0,0,3.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
0,0,2,144000.0,4,4,1,1,-12277,-982,1,1,1,0,4.0,0
1,0,1,144000.0,4,2,1,1,-10049,-283,1,1,0,0,3.0,0
1,0,1,144000.0,4,2,1,1,-10049,-283,1,1,0,0,3.0,0
1,0,2,445500.0,2,1,1,2,-14906,-6826,1,1,0,0,4.0,0
1,0,2,445500.0,2,1,1,2,-14906,-6826,1,1,0,0,4.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
0,0,1,202500.0,4,4,1,1,-11813,-3266,1,1,1,0,3.0,0
1,0,2,427500.0,0,1,1,1,-15144,-6400,1,1,0,0,4.0,0
1,0,2,427500.0,0,1,1,1,-15144,-6400,1,1,0,0,4.0,0
1,0,2,427500.0,0,1,1,1,-15144,-6400,1,1,0,0,4.0,0
1,0,2,427500.0,0,1,1,1,-15144,-6400,1,1,0,0,4.0,0
0,1,2,157500.0,2,1,1,1,-15499,-1287,1,1,1,0,4.0,0
0,1,2,157500.0,2,1,1,1,-15499,-1287,1,1,1,0,4.0,0
0,1,2,144000.0,4,4,1,2,-9839,-1835,1,1,0,0,4.0,0
1,0,1,157500.0,4,1,1,1,-11992,-2351,1,0,0,0,3.0,0
1,1,2,90000.0,2,1,1,1,-11131,-405,1,0,0,0,4.0,0
1,1,2,90000.0,2,1,1,1,-11131,-405,1,0,0,0,4.0,0
1,1,2,90000.0,2,1,1,1,-11131,-405,1,0,0,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,99000.0,0,1,1,1,-12752,-433,1,0,1,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,1
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
0,1,2,157500.0,4,4,1,1,-10710,-2351,1,0,0,0,4.0,0
1,0,2,99000.0,1,4,1,1,-12756,365243,1,0,0,1,4.0,0
1,1,2,90000.0,2,4,1,1,-12690,-4451,1,0,0,0,4.0,0
1,1,2,90000.0,2,4,1,1,-12690,-4451,1,0,0,0,4.0,0
1,1,2,90000.0,2,4,1,1,-12690,-4451,1,0,0,0,4.0,0
1,1,2,90000.0,2,4,1,1,-12690,-4451,1,0,0,0,4.0,0
1,1,1,135000.0,4,4,1,1,-16613,-3235,1,0,0,0,3.0,0
1,1,1,135000.0,4,4,1,1,-16613,-3235,1,0,0,0,3.0,0
1,1,1,135000.0,4,4,1,1,-16613,-3235,1,0,0,0,3.0,0
1,1,1,135000.0,4,4,1,1,-16613,-3235,1,0,0,0,3.0,0
1,0,2,157500.0,4,4,1,3,-14749,-2382,1,0,0,1,4.0,0
1,0,2,157500.0,4,4,1,3,-14749,-2382,1,0,0,1,4.0,0
1,1,1,360000.0,0,4,1,1,-13940,-617,1,0,0,0,3.0,0
1,1,1,360000.0,0,4,1,1,-13940,-617,1,0,0,0,3.0,0
1,1,1,360000.0,0,4,1,1,-13940,-617,1,0,0,0,3.0,0
1,1,1,360000.0,0,4,1,1,-13940,-617,1,0,0,0,3.0,0
1,1,1,360000.0,0,4,1,1,-13940,-617,1,0,0,0,3.0,0
1,0,1,157500.0,4,4,1,1,-12330,-2809,1,0,1,1,3.0,0
1,0,1,157500.0,4,4,1,1,-12330,-2809,1,0,1,1,3.0,0
0,1,2,157500.0,2,4,1,1,-12242,-2047,1,0,0,0,4.0,0
0,1,2,157500.0,2,4,1,1,-12242,-2047,1,0,0,0,4.0,0
0,1,2,157500.0,2,4,1,1,-12242,-2047,1,0,0,0,4.0,0
0,1,2,157500.0,2,4,1,1,-12242,-2047,1,0,0,0,4.0,0
0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,3.0,0
0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,3.0,0
0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,3.0,0
0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,3.0,0
0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,3.0,0
1,0,2,157500.0,4,4,1,2,-12518,-1135,1,0,0,0,4.0,0
1,0,2,157500.0,4,4,1,2,-12518,-1135,1,0,0,0,4.0,0
1,0,2,157500.0,4,4,1,2,-12518,-1135,1,0,0,0,4.0,0
1,1,2,306000.0,2,1,1,1,-13541,-3965,1,0,0,0,4.0,0
1,1,2,306000.0,2,1,1,1,-13541,-3965,1,0,0,0,4.0,0
1,1,2,306000.0,2,1,1,1,-13541,-3965,1,0,0,0,4.0,0
0,1,1,67500.0,2,4,1,2,-15397,-1894,1,1,1,0,3.0,0
1,1,1,202500.0,4,4,1,1,-14995,-5365,1,0,0,1,3.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
0,1,2,270000.0,4,4,1,1,-12927,-2078,1,1,1,1,4.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12500,-5762,1,0,0,0,3.0,0
1,1,2,225000.0,0,4,0,1,-18376,-4270,1,1,1,1,4.0,0
1,1,2,225000.0,0,4,0,1,-18376,-4270,1,1,1,1,4.0,0
1,1,2,225000.0,0,4,0,1,-18376,-4270,1,1,1,1,4.0,0
1,1,2,225000.0,0,4,0,1,-18376,-4270,1,1,1,1,4.0,0
1,1,2,225000.0,0,4,0,1,-18376,-4270,1,1,1,1,4.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,90000.0,2,4,1,1,-17532,-8044,1,0,0,0,3.0,0
1,1,1,67500.0,4,4,0,1,-14686,-3600,1,1,0,0,3.0,0
1,1,1,67500.0,4,4,0,1,-14686,-3600,1,1,0,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,1,1,112500.0,0,4,1,1,-15109,-1956,1,0,0,0,3.0,0
1,0,1,180000.0,2,2,1,5,-10591,-1195,1,0,0,0,3.0,0
1,0,1,180000.0,2,2,1,5,-10591,-1195,1,0,0,0,3.0,0
0,1,2,67500.0,4,4,2,1,-14832,-7404,1,1,0,0,3.0,0
1,1,1,225000.0,4,1,1,1,-14148,-1591,1,1,1,0,3.0,0
1,1,1,225000.0,4,1,1,1,-14148,-1591,1,1,1,0,3.0,0
1,1,1,225000.0,4,1,1,1,-14148,-1591,1,1,1,0,3.0,0
1,1,1,225000.0,4,1,1,1,-14148,-1591,1,1,1,0,3.0,0
1,0,1,180000.0,4,4,1,1,-11107,-130,1,0,0,0,3.0,0
1,0,1,180000.0,4,4,1,1,-11107,-130,1,0,0,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12622,-678,1,0,1,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12622,-678,1,0,1,0,3.0,0
1,1,1,157500.0,4,4,1,1,-12622,-678,1,0,1,0,3.0,0
1,1,2,315000.0,4,1,1,1,-13803,-160,1,1,1,0,4.0,0
1,1,2,315000.0,4,1,1,1,-13803,-160,1,1,1,0,4.0,0
1,1,2,315000.0,4,1,1,1,-13803,-160,1,1,1,0,4.0,0
1,1,2,315000.0,4,1,1,1,-13803,-160,1,1,1,0,4.0,0
1,1,2,315000.0,4,1,1,1,-13803,-160,1,1,1,0,4.0,0
1,0,2,270000.0,2,1,1,1,-13768,-4666,1,0,0,0,4.0,0
1,0,2,270000.0,2,1,1,1,-13768,-4666,1,0,0,0,4.0,0
1,0,2,270000.0,2,1,1,1,-13768,-4666,1,0,0,0,4.0,0
1,0,2,270000.0,2,1,1,1,-13768,-4666,1,0,0,0,4.0,0
1,1,1,202500.0,4,4,1,1,-10218,-313,1,1,0,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10218,-313,1,1,0,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10218,-313,1,1,0,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10218,-313,1,1,0,0,3.0,0
1,1,1,202500.0,4,4,1,1,-10218,-313,1,1,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,157500.0,0,4,1,1,-13830,-4239,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,3.0,0
1,0,2,135000.0,4,4,1,1,-13928,-3052,1,0,0,0,4.0,1
1,0,2,135000.0,4,4,1,1,-13928,-3052,1,0,0,0,4.0,0
1,0,2,135000.0,4,4,1,1,-13928,-3052,1,0,0,0,4.0,0
1,0,2,135000.0,4,4,1,1,-13928,-3052,1,0,0,0,4.0,0
1,0,2,135000.0,4,4,1,1,-13928,-3052,1,0,0,0,4.0,1
1,1,1,247500.0,4,4,1,1,-11320,-1591,1,0,0,1,3.0,0
1,1,1,247500.0,4,4,1,1,-11320,-1591,1,0,0,1,3.0,0
1,1,1,247500.0,4,4,1,1,-11320,-1591,1,0,0,1,3.0,0
1,1,1,247500.0,4,4,1,1,-11320,-1591,1,0,0,1,3.0,0
0,0,1,72000.0,0,1,1,1,-14173,-1925,1,0,0,1,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
1,1,1,180000.0,4,4,1,1,-16809,-3327,1,0,0,0,3.0,0
0,1,1,247500.0,0,2,1,1,-10916,-921,1,0,0,0,3.0,0
0,1,1,247500.0,0,2,1,1,-10916,-921,1,0,0,0,3.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
0,1,2,90000.0,4,1,1,1,-11864,-4513,1,0,0,0,4.0,0
1,1,2,67500.0,4,1,1,1,-11925,-1621,1,0,0,0,4.0,0
1,1,2,67500.0,4,1,1,1,-11925,-1621,1,0,0,0,4.0,0
0,0,1,112500.0,4,4,1,1,-8843,-495,1,1,1,0,3.0,0
0,0,1,112500.0,4,4,1,1,-8843,-495,1,1,1,0,3.0,0
0,0,1,112500.0,4,4,1,1,-8843,-495,1,1,1,0,3.0,0
0,0,1,112500.0,4,4,1,1,-8843,-495,1,1,1,0,3.0,0
0,0,1,112500.0,4,4,1,1,-8843,-495,1,1,1,0,3.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
1,1,2,270000.0,4,4,1,1,-13360,-4086,1,0,0,0,4.0,0
0,1,1,157500.0,4,4,0,1,-15514,-8714,1,0,0,0,3.0,0
0,1,1,157500.0,4,4,0,1,-15514,-8714,1,0,0,0,3.0,0
0,1,1,157500.0,4,4,0,1,-15514,-8714,1,0,0,0,3.0,0
0,1,2,225000.0,4,4,0,1,-12798,-648,1,0,0,0,4.0,0
1,1,2,292500.0,0,1,1,1,-13958,-3021,1,0,0,0,4.0,0
1,1,2,292500.0,0,1,1,1,-13958,-3021,1,0,0,0,4.0,0
1,1,2,292500.0,0,1,1,1,-13958,-3021,1,0,0,0,4.0,0
1,1,2,292500.0,0,1,1,1,-13958,-3021,1,0,0,0,4.0,0
